,result,score,target
70,POSITIVE,0.8698552250862122,"Other celebrity customers include Made In Chelsea’s Tiffany Watson, ITVBe star and mum-of-three Billie Shepherd, and Hollywood’s Lindsay Lohan."
71,NEGATIVE,0.17460766434669495,"“We’re very bear-themed and it’s because I loved teddy bears as a kid,” he says. “Teddy bears have stuck with me ever since."
72,NEGATIVE,0.06794718652963638,ANGRY protesters marched yesterday against a Coldplay concert in their city.
73,NEUTRAL,0.40069788694381714,The band are due to play a stadium gig in Indonesia’s capital Jakarta on Wednesday.
74,POSITIVE,0.7166467308998108,But conservative Muslims claim their support of LGBTQ+ will corrupt the country’s youth.
75,NEUTRAL,0.5083317160606384,Nearly 100 people chanted “We reject Coldplay” as they marched to the heavily-guarded British Embassy after Friday prayers.
76,NEUTRAL,0.6503361463546753,Hery Susanto said: “We are here for the sake of guarding our young generation.
77,NEGATIVE,0.10458993166685104,"Protest co-ordinator Novel Bamukmin said if the gig was not cancelled, thousands of protesters would confront the band on their way from the airport."
78,POSITIVE,0.8411048650741577,Coldplay have 1.6 million fans in Jakarta and are on their Music Of The Spheres world Tour.
79,POSITIVE,0.8966834545135498,Lead singer Chris Martin has worn rainbow colours and waved Pride flags at performances.
80,NEUTRAL,0.6631599068641663,Indonesia’s tourism minister Sandiaga Uno assured fans there would be no disruptions to the concert.
81,NEGATIVE,0.1980961114168167,"In July rock band The 1975 cancelled its show in Jakarta after the singer Matty Healy criticised Malaysia’s anti-LGBT laws, and kissed bass player Ross MacDonald on stage."
82,NEUTRAL,0.4623042047023773,"MORE than £10,000 of money from a taxpayer-funded group was blown on a Serbian drag festival called Dragoslavia."
83,NEUTRAL,0.4185889661312103,The British Council granted the cash for the two-day LGBTQ+ event in Belgrade in June last year.
84,POSITIVE,0.7907323837280273,"A total of £10,700 was awarded despite no British drag acts performing at the event."
85,POSITIVE,0.8608315587043762,"It promoted 20 acts from what used to be Yugoslavia — Serbia, Montenegro, Bosnia-Herzegovina, Slovenia and North Macedonia — with the tagline Girls On Film."
86,POSITIVE,0.7218682169914246,The show drew a live audience of 300 while footage was watched by a few hundred on YouTube.
87,NEUTRAL,0.6953226923942566,"The amount spent on the show, which featured a British Council logo as part of its branding, was revealed after a written parliamentary question by Conservative MP Matthew Offord."
88,NEGATIVE,0.37201011180877686,"The British Council, a quango that promotes the UK abroad, was last year given a three-year £511million grant-in-aid settlement by the Foreign, Commonwealth and Development Office."
89,NEUTRAL,0.45100557804107666,But it insists most of its revenue is generated through private contracts and its education operations.
90,NEUTRAL,0.6784361004829407,"The British Council said it was part of its programme to “build connections, under-standing and trust”."
91,POSITIVE,0.8491446375846863,DUSTIN Lance Black is an award-winning screenwriter and filmmaker from America.
92,POSITIVE,0.9265648722648621,On this side of the pond he is best known for being married to Olympic gold medallist diver Tom Daley — here we take a look at Black's career and net worth.
93,POSITIVE,0.789191484451294,What does Dustin Lance Black do for a living?
94,POSITIVE,0.8018506765365601,"Dustin is an American director, screenwriter, producer and LGBT+ rights activist, born on June 10, 1974 ."
95,NEUTRAL,0.6427104473114014,"He has won multiple prestigious Hollywood awards for his work, including the 2009 Best Original Screenplay Oscar for the film Milk."
96,POSITIVE,0.7590506076812744,"In his acceptance speech Black said: ""When I was thirteen years old, my beautiful mother and my father moved me from a conservative Mormon home in San Antonio, Texas, to California, and I heard the story of Harvey Milk."
97,NEUTRAL,0.6109292507171631,"""And it gave me hope. It gave me the hope to live my life."
98,NEUTRAL,0.5272667407989502,"""It gave me the hope one day I could live my life openly as who I am and that maybe even I could even fall in love and one day get married."
99,POSITIVE,0.7099381685256958,"""I want to thank my mom, who has always loved me for who I am even when there was pressure not to."
100,POSITIVE,0.8850364089012146,"""But most of all, if Harvey had not been taken from us thirty years ago, I think he'd want me to say to all of the gay and lesbian kids out there tonight who have been told that they are less than by their churches or by the government or by their families, that you are beautiful, wonderful creatures of value and that no matter what anyone tells you God does love you, and that very soon, I promise you, you will have equal rights, federally, across this great nation of ours."
101,POSITIVE,0.9739938974380493,"""Thank you. Thank you. And thank you, God, for giving us Harvey Milk."
102,POSITIVE,0.7343177795410156,POT LUCK Gordon Ramsay's rise from council estate to £610m that 6 kids 'won't see penny of'
103,POSITIVE,0.9708361625671387,"Among other gongs, the script also won him a Writers Guild of America Award, a San Francisco Critics Circle Award, and an International Cinephile Society Award."
104,NEUTRAL,0.5633742213249207,What were Dustin Lance Black's most successful films and how much did they make at the box office?
105,NEUTRAL,0.6390233635902405,"Dustin's career started with a number of shorts and features, which he wrote and directed, but were not given wide releases and didn't do big box office numbers."
106,POSITIVE,0.703944206237793,"His first film was a short named Something Close to Heaven, released in 2000, which centred on a young boy's sexual awakening, complicated by his mother's prostitution."
107,POSITIVE,0.705029308795929,"His second effort was a gay romance film called The Journey of Jared Price, which was also released in 2000."
108,POSITIVE,0.7098524570465088,In 2008 he co-wrote the movie Pedro with Paris Barclay about the first gay man to appear on an MTV reality show in 1994.
109,NEGATIVE,0.03988651558756828,Unfortunately there is no box office information available for any of these films.
110,NEUTRAL,0.6991576552391052,"Dustin wrote a feature about the life and work of the first openly gay American politician, Harvey Milk — titled Milk — which was released in 2008 and met with critical acclaim."
111,POSITIVE,0.8800095319747925,The movie stars Sean Penn and was directed by Gus Van Sant.
112,NEGATIVE,0.24378249049186707,Milk grossed $54.6million (USD) at the box office worldwide.
113,POSITIVE,0.8675464987754822,"In 2010 Black wrote and directed Virginia, starring Jennifer Connelly, Ed Harris and Harrison Gilbertson."
114,NEUTRAL,0.5022739171981812,It's about a sheriff's bid to join the state senate falling into jeopardy when his daughter becomes romantically entangled with the son of a psychologically disturbed woman he had a 20-year long affair with.
115,NEGATIVE,0.2786560654640198,The film's worldwide lifetime total gross is $12.7million (USD)(£10.4million).
116,POSITIVE,0.9576616883277893,"Dustin wrote the screenplay for the 2011 movie J. Edgar, a film starring Leonardo Dicaprio and directed by Clint Eastwood."
117,POSITIVE,0.7350534796714783,The plot revolves around former head of the FBI J Edgar Hoover looking back on his professional and personal life.
118,NEUTRAL,0.43060919642448425,J Edgar grossed $84.9million (USD) (£69.6million) at the box office worldwide.
119,POSITIVE,0.8017340898513794,"The most recent release Black has worked as a writer on is titled Rustin, directed by George C Wolfe."
120,POSITIVE,0.7586849331855774,The film is about the racism and homophobia American Civil Rights activist Bayard Rustin — who was an adviser to Martin Luther King Jr — faced as he helped to change the course of history.
121,NEGATIVE,0.2705482542514801,"There isn't any box office information available for this movie yet, as it was only released on November 3, 2023."
122,POSITIVE,0.7912663817405701,What is Dustin Lance Black's net worth in 2023?
123,NEUTRAL,0.5680554509162903,"Reports of Dustin's net worth vary, but not dramatically."
124,NEGATIVE,0.36710238456726074,Some outlets estimate it as $6million (USD) (£4.9million).
125,NEUTRAL,0.5306747555732727,"However, CelebrityNetWorth claims Black is worth $10million (USD)(£8.2million)."
126,NEGATIVE,0.10676509886980057,MANY people choose to wear a poppy in November for Remembrance Day to show respect for the people who died fighting in WW1.
127,NEUTRAL,0.6898056864738464,Here is the significance behind the purple poppy.
128,NEUTRAL,0.5272261500358582,What does a purple poppy mean?
129,NEUTRAL,0.6376500129699707,The purple poppy was created in 2006 in remembrance of the animal victims of war.
130,POSITIVE,0.8375598788261414,"The Purple Poppy Appeal, which is organised by the War Horse Memorial, will give donations to charities like World Horse Welfare and the animal charity, Blue Cross."
131,NEUTRAL,0.4232761263847351,The purple poppies are also sold through the charity Murphy's Army.
132,NEUTRAL,0.6809297204017639,"Since the charity became involved in 2016 it has helped to raise more than £75,000."
133,NEGATIVE,0.2816302180290222,"In 2022, the funds raised from Murphy's Army will go to the National Foundation For Retired Service Animals (NFRSA)."
134,NEUTRAL,0.6927509903907776,"This is a newly set up foundation that promotes the care, well-being and welfare of retired service animals from emergency services like police, fire and prison services."
135,POSITIVE,0.7690450549125671,"It will also be helping out the Hero Paws - Life After Service which helps support the services that employ working dogs in sectors like HMPS, Security, Conservation and Search roles."
136,POSITIVE,0.8672488927841187,Where can I buy a purple poppy for Remembrance Day?
137,NEGATIVE,0.32668137550354004,The pin badges cost £3 if you order one from the War Horse Memorial shop.
138,NEUTRAL,0.5090598464012146,"They can also be bought directly at many garden centres, supermarkets, pet stores and equine centres."
139,POSITIVE,0.8798427581787109,The poppy's can also be purchased from the Murphy's Army website.
140,NEGATIVE,0.37420088052749634,A range of purple poppy merchandise such as wrist bands and window displays are also available.
141,POSITIVE,0.8013650178909302,"Badges and other products can be purchased from Ebay, but not all of these payments will go towards charity endeavours."
142,POSITIVE,0.7319607734680176,A Purple Paw badge - to commemorate all animal victims of human exploitation - can be purchased from the Animal Aid website.
143,POSITIVE,0.7352179288864136,What other colour poppies are there for Remembrance Day?
144,NEGATIVE,0.35258039832115173,The red poppy is the traditional one and has been sold by the Royal British Legion for over a 100 years.
145,NEGATIVE,0.39605239033699036,"The charity says the symbol represents: ""All those who lost their lives on active service in all conflicts; from the beginning of the First World War right up to the present day."
146,NEUTRAL,0.4985608756542206,"""It also honours the contribution of civilian services and the uniformed services which contribute to national peace and security and acknowledges innocent civilians who have lost their lives in conflict and acts of terrorism."""
147,NEUTRAL,0.48017585277557373,Red poppies are widely sold up and down the country but donations can also be made via the Royal British Legion's website.
148,POSITIVE,0.9562674164772034,The white poppy signifies a symbol of peace.
149,NEGATIVE,0.3252379894256592,Members of the Women’s Co-operative Guild who had lost loved ones in the First World War first started them in 1933.
150,POSITIVE,0.9010741114616394,They were adopted by the Peace Pledge Union as their symbol of peace in 1936.
151,POSITIVE,0.8083071708679199,"Symon Hill, Campaigns Manager at the Peace Pledge Union, told Metro: ""White poppies are not a generic peace symbol."
152,NEGATIVE,0.2813531458377838,"""Nor are they a protest against remembrance."
153,NEGATIVE,0.12146899849176407,"""Quite the opposite: they are a symbol of remembrance for people who have died or suffered in war."
154,NEUTRAL,0.5224514603614807,"""That’s why we wear them on Remembrance Day."
155,POSITIVE,0.9646732807159424,"""White poppies also represent a commitment to peace."
156,POSITIVE,0.7243802547454834,"""This follows from remembering the horrors of war."
157,NEUTRAL,0.6961241364479065,"""We never say red poppies glorify war – we know many red poppy wearers share many of our values."
158,NEUTRAL,0.6708239316940308,"""Instead, we challenge ways in which remembrance is misused to promote a positive image of war or dodgy claims about what war has supposedly achieved."""
159,POSITIVE,0.8838916420936584,White poppies can be purchased through the Peace Pledge Union website.
160,POSITIVE,0.8458729386329651,"The black poppy was launched in September 2010 and was introduced to commemorate people of all nations of African, Black, West Indian and Pacific Islander heritage who contributed to war efforts."
161,POSITIVE,0.96466064453125,"The Black Poppy Rose website says: ""A symbol that signifies pride, honour and glory, with the hope that future generations will be inspired by these largely untold historical legacies."""
162,POSITIVE,0.9008388519287109,"Black poppy pins, badges and wreaths can be bought through the Black Poppy Rose official website."
163,POSITIVE,0.7485786080360413,"LGBT poet Laureate Trudy Howson introduced the concept of a rainbow poppyin 2016, however, it was welcomed with much controversy."
164,NEGATIVE,0.3425687253475189,"She said: ""The rainbow poppy is a campaign I'm running to bring attention the brave soldiers who died for our country during WW1 at a time when their sexuality was criminalised."""
165,NEGATIVE,0.39638060331344604,Some critics claimed that this poppy disrespects the fallen soldiers as the red poppy represents all soldiers.
166,POSITIVE,0.7981886267662048,What is the rarest poppy?
167,NEUTRAL,0.5308322310447693,"The rarest poppy is one which commemorates the 100 years since the Armistice on November 11, 1918."
168,NEGATIVE,0.20530487596988678,"In 2019, poppies with a leaf embossed with gold writing were being sold."
169,POSITIVE,0.7276033163070679,"They had ""1918-2018"" embossed in gold."
170,NEUTRAL,0.6706556677818298,"There was also an even more rare ""khadi"" poppy made from Indian linen."
171,NEUTRAL,0.5648726224899292,"It was created in honour of Mahatma Gandhi and to remember the 74,000 Indian servicemen who lost their lives in The Great War."
172,NEUTRAL,0.6460925340652466,RISHI Sunak unveiled his vision for Britain today as MPs and peers packed into the grand House of Lords to hear the King's Speech.
173,NEGATIVE,0.25804194808006287,"At the state opening of Parliament, King Charles outlined the main laws Mr Sunak hopes to deliver in the next 12 months - including a ban on fags, a huge increase in North Sea drilling and a vape tax."
174,NEGATIVE,0.15003441274166107,"He also announced plans to outlaw hated drip pricing, where businesses such as Ryanair and easyJet fail to disclose hidden fees to customers."
175,NEGATIVE,0.19365409016609192,The occasion was a last chance saloon for the PM to sell himself to Britain ahead of a showdown General Election next year.
176,NEUTRAL,0.4335862994194031,"But even ministers admitted the speech was ""thin gruel"" and ""meh""."
177,NEUTRAL,0.6587440967559814,"With the Tories trailing Labour by around 20 points in the polls, the stakes couldn't have been higher."
178,POSITIVE,0.717006504535675,Mr Sunak is desperate to convince the electorate that his plan for Britain is far more enticing than Sir Keir Starmer's.
179,NEUTRAL,0.6393764019012451,But he's running out of time to state his case.
180,POSITIVE,0.8711091876029968,"A measly total of 21 laws were tee-d up by the King, including five carried over from the most recent Parliamentary session."
181,NEUTRAL,0.5132797360420227,Fewer bills were announced today than at any Queen’s Speech for almost a decade.
182,NEGATIVE,0.12964019179344177,"A handful of the new laws have broad consensus across the Commons - including plans for a new Holocaust memorial in Westminster, stronger sentences for the Britain's most horrific criminals and new powers for police to retrieve stolen phones."
183,POSITIVE,0.865571916103363,"CERTAINLY a moment in history as King Charles III delivered the first King's Speech in 70 years, but not one that will go down in the annals of political bombshells."
184,NEUTRAL,0.5257265567779541,Rishi Sunak will be praying that will not be his first and last legislative agenda unveiled as Prime Minister - but his odds are not looking great.
185,NEUTRAL,0.4171212613582611,"And from the measly 21 bills set out for the next 12 months, there was little really there to excite the Tory troops ahead of a brutal year of pre-election campaigning against a soaring Labour."
186,NEGATIVE,0.14148512482643127,"The PM had the mickey taken out him when he unveiled his tongue-twister slogan vowing ""long-term decisions for a brighter future"", but King Charles read out the election cry with his signature dead pan delivery."
187,NEUTRAL,0.5746703147888184,The green-fingered monarch was also forced to read out a controversial massive increase in North Sea drilling as a flagship measure - but a policy that is likely to annoy as many voters as it wins over.
188,NEUTRAL,0.5127668380737305,"A smoking and vaping ban for kids, life sentences for sicko rapists and a sweeping clamp down on yobs may tee up the looming election battle - but all these measures were well trailed already."
189,NEUTRAL,0.6974353790283203,"The new football regulator was confirmed, and a green light for self-driving cars - but ministers and MPs were quick to lament “thin gruel” as time runs out for the Tories to turn around their fortunes."
190,NEUTRAL,0.5095570683479309,All eyes will now turn to the Autumn Statement - with drum beat for tax cuts growing daily.
191,NEUTRAL,0.5628036260604858,Calls for a big consumer friendly giveaway for MPs to sell on the doorstep will only grow louder now after a bit of a damp squib today.
192,POSITIVE,0.707281231880188,Others are more controversial and were tailored to place clear blue water between the Government and Opposition.
193,POSITIVE,0.7073729038238525,Proposals for a new levy on e-cigs were buried in the small-print of today's King’s Speech and are likely to prove controversial.
194,NEUTRAL,0.522907018661499,"Boosting North Sea oil and gas and a ban on local councillors taking foreign policy into their own hands and announcing boycotts of foreign states, were also among the contentious announcements."
195,NEUTRAL,0.60080486536026,Licences for oil and gas projects in the North Sea to be awarded annually. Seen as a key dividing line between the Tories and Labour.
196,POSITIVE,0.8027406930923462,"Legislation to implement the CPTPP - an agreement to join the giant Indo pacific trade bloc alongside Canada, New Zealand and Japan."
197,POSITIVE,0.7599158883094788,Modernises regulation so firms can grow and boost competition in the UK.
198,POSITIVE,0.7986328601837158,"Reforms including scrapping a law that means newspapers are liable to pay the legal costs for both sides in libel and privacy cases, regardless of who won."
199,POSITIVE,0.753515899181366,Lays foundation for plans to bring together network and passenger services into a new public rail body.
200,POSITIVE,0.7178658246994019,Phasing out all tobacco sales in England and rules to regulate flavours and descriptions of vapes.
201,NEUTRAL,0.6490306854248047,Reform leasehold by extending the standard term from 90 years to 990 and reduce ground rent to £0.
202,NEUTRAL,0.5094233751296997,Legislation to set up a football regulator and licensing system under which clubs will have to operate.
203,NEUTRAL,0.6883659362792969,Return of the bill to support construction of the new Holocaust Memorial in Victoria Tower Gardens near Parliament.
204,POSITIVE,0.7420024275779724,Plans to fine public bodies which initiate boycotts against foreign countries. Plan by Michael Gove aimed at boycotts of Israel.
205,NEUTRAL,0.4347047209739685,Convicted rapists will have to spend their entire sentence in prison rather than be eligible for parole at the halfway point.
206,NEUTRAL,0.5241122841835022,Force tech companies to inform the Home Office in advance of new security and privacy features they want to add - and to disable them if the Government objects.
207,NEUTRAL,0.5244305729866028,Aimed at protecting public buildings from terrorism following the Manchester Arena attack. Certain venues will have to take steps to mitigate the impact of an attack.
208,NEUTRAL,0.5675813555717468,Reforms to help crime victims and more minister control over release of dangerous offenders. Implementation of Jade's Law which will remove rights of parental responsibility from killers.
209,POSITIVE,0.7863666415214539,"From a gold plated throne in the Lords Chamber, His Majesty said: ""My government will, in all respects, seek to make long-term decisions in the interests of future generations."
210,NEUTRAL,0.525416910648346,"""My ministers will address inflation and the drivers of low growth over demands for greater spending or borrowing."
211,NEUTRAL,0.6237543821334839,"""My ministers will put the security of communities and the nation ahead of the rights of those who endanger it."""
212,POSITIVE,0.7499221563339233,"The King added: ""By taking these long term decisions, my Government will change this country and build a better future."""
213,NEGATIVE,0.07272811233997345,"Notably, certain bills promised in the last State Opening of Parliament, which didn't make it to the statute book, were missing from this year's King's Speech."
214,NEGATIVE,0.0735844075679779,"The PM left out a promised ban on LGBT+ conversion therapy, gambling reform and the formation of a new regulator to ensure petrol stations don't rip off motorists by inflating prices."
215,POSITIVE,0.7638416886329651,"Responding to the King's Speech in the Commons, Mr Sunak insisted he has ""turned the corner"" to ""put the country on a better path""."
216,POSITIVE,0.8026637434959412,"He added:  ""These immediate priorities are not the limit of our ambition."
217,POSITIVE,0.8461593389511108,"""They are just the foundations of our plan to build a better future for our children and grandchildren, and deliver the change the country needs."
218,POSITIVE,0.831481397151947,"""With this historic King's Speech, we are rising to that challenge. We are changing our country for the long term, delivering a brighter future."""
219,POSITIVE,0.750592052936554,"Sir Keir hit back, slamming the address as a ""new low"" that amounted to a ""plan for more of the same""."
220,NEUTRAL,0.47718295454978943,"He criticised the oil policy as a ""political gimmick"" which will ""not take a single penny off anyone's bills""."
221,NEUTRAL,0.6997959017753601,"""What we have before us is a plan for more of the same, more sticking plasters, more division, more party first, country second gimmicks and no repudiation of the utterly discredited idea that economic growth is something the few hand down to the many,"" the Labour chief said."
222,POSITIVE,0.8193434476852417,"""They have given up on any sense of service."""
223,NEUTRAL,0.49114856123924255,"Responding to the King's Speech, Becca Lyon, head of child poverty at Save the Children UK, said: ""Welfare reforms that only focus on getting people into work, as mentioned in the King's Speech, would be the wrong focus at the wrong time."
224,NEUTRAL,0.5167461633682251,"""We are still in the midst of an appalling cost of living crisis and if the UK government is really interested in strengthening the social fabric of the UK, they should make sure those on the lowest incomes get more support."
225,NEGATIVE,0.17657285928726196,"""Universal Credit is failing families and the UK government must commit to raising benefits in line with inflation at the very least."""
