,result,score,target
52,NEGATIVE,0.2696305215358734,"Raskin said another turn in the Oval Office for Trump would thrust the US “into a completely different form of government than any of us would recognize as continuous with the past”, one that instead would feel more familiar in Xi Jingping’s China or in Jair Bolsonaro’s Brazil before the latter man was voted out of office last year and then barred by his country’s courts from running for re-election due to abuses of power."
53,NEUTRAL,0.43611329793930054,The Maryland congressman’s dramatic admonition to Psaki came days after Trump went on Univision and suggested he would use federal investigators and prosecutors to pursue his enemies if he scores a victory in next year’s presidential election.
54,NEGATIVE,0.3600999712944031,"On Saturday, Trump promised in a speech to “root out the communists, Marxists, fascists and radical left thugs that live like vermin” in the US. Many commentators noted how the term “vermin” echoed antisemitic rhetoric that the Nazis frequently employed to dehumanize Jews as they murdered 6 million of them during the Holocaust."
55,POSITIVE,0.7236918210983276,"Meanwhile, the New York Times reported on Saturday that Trump – who routinely speaks fawningly of Putin and other autocratic world leaders – is “planning an extreme expansion” of the immigration crackdown that the Republican oversaw during the presidential term he won in 2016."
56,NEUTRAL,0.6304804682731628,"The plan reportedly envisions sweeping raids to round up undocumented people in the US before detaining them en masse in sprawling camps while they await deportation. Among other measures, it also calls for a revival of his first-term ban against travelers from predominantly Muslim countries."
57,NEGATIVE,0.26140761375427246,"Raskin served on the US House committee which investigated the deadly Capitol attack staged by Trump’s supporters on 6 January 2021, weeks after he lost the presidency to his Democratic rival Joe Biden."
58,NEUTRAL,0.5752924084663391,"After a series of televised hearings last year, the committee recommended that the justice department file criminal charges against Trump. And since March, a combination of federal and state prosecutors have obtained more than 90 criminal charges in four separate, pending indictments against Trump accusing him of election subversion, retention of government secrets and illicit hush-money payments to a porn actor."
59,NEUTRAL,0.6339063048362732,He has also faced civil lawsuits over his business affairs and a rape allegation which a judge deemed “substantially true”.
60,NEUTRAL,0.5525376796722412,"Trump has denied all wrongdoing and sought to portray himself as a victim of political persecution. Nonetheless, he has held commanding polling leads in the contest for the 2024 Republican White House nomination. And there is a consensus among experts that a rematch between him and Biden would be very close."
61,POSITIVE,0.9424600601196289,"The Republican National Committee chairwoman, Ronna McDaniel, on Sunday said her organization was ready to support and embrace Trump as its candidate if he clinches the party’s nomination."
62,POSITIVE,0.9217675924301147,"We’re back, and already Donald Trump Jr is back to talking about the Trump Organization’s properties. Now he’s talking about the Trump international golf course in Palm Beach."
63,NEUTRAL,0.5335661172866821,"“That is the artistry that comes to fruition over and over. He took raw swampland that no one for decades had ever seen value you and turned it into … one of the finest golf clubs in the world,” he said."
64,POSITIVE,0.9189274907112122,Trump lawyer Clifford Robert certainly came up with his line of questioning with plenty of praises in mind.
65,NEUTRAL,0.5885971784591675,"Much of the hours-long testimony was spent going through a presentation of the history of the Trump Organization and its property portfolio. Trump Jr showered praise on the company and his father, painting a picture of a successful real estate mogul who turned decrepit properties into luxury real estate holdings."
66,NEUTRAL,0.48321184515953064,Trump Jr described his father as an “artist” who used his real estate company as his creative canvas. Trump Sr was able to find “sexiness within a real estate project”.
67,NEUTRAL,0.6912740468978882,"Prosecutors voiced multiple objections throughout the testimony, but judge Arthur Engoron ultimately said because there’s no jury “I’ll allow some leeway here,” and allowed Trump Jr ramble on about the company."
68,NEUTRAL,0.5603410005569458,"Cross-examination lasted around five minutes, where prosecutors offered a brief reality check for the court, pointing out that the Trump Organization had a loan for 40 Wall Street transferred to a loan servicer and that the owner of the Trump Hotel in Waikiki is paying to remove the Trump name from the hotel."
69,POSITIVE,0.9575211405754089,We are closing this blog for the day. Thanks for reading.
70,POSITIVE,0.7982883453369141,"On his way out of court, Donald Trump Jr made brief comments to the cameras outside, briefly railing against attorney general Letitia James."
71,NEUTRAL,0.5226929187774658,"Meanwhile in the courtroom, Sheri Dillon, who was a tax lawyer for the Trump Organization and helped the company with appraisals, is back on the witness stand. She was last on the stand October 27."
72,NEUTRAL,0.5809119939804077,"“It’s like a reunion,” judge Arthur Engoron joked when Dillon took the stand."
73,NEUTRAL,0.4400588572025299,Cross-examination of Donald Trump Jr ended in about five minutes. Prosecutors largely used the cross-examination as a time to voice a few reality checks about the hours-long Trump property presentation that was shown to the courtroom.
74,NEUTRAL,0.4040372669696808,"Trump Jr said that the occupancy of 40 Wall Street is at 90%, but prosecutor Colleen Faherty pulled up a document that said that the tower was at 77% occupancy."
75,NEGATIVE,0.34660518169403076,The document she pulled up was the transfer of a loan for 40 Wall Street going to a special servicer after being put on a watch list as “cost and vacancies increased”.
76,NEUTRAL,0.5670864582061768,"“Does this refresh your recollection,” Faherty asked Trump Jr."
77,NEUTRAL,0.5504867434501648,"“Nope,” he responded, looking at the agreement."
78,NEUTRAL,0.6936331391334534,"Trump lawyer Christopher Kise objected to the document over “relevance”, causing judge Arthur Engoron to throw up his hands."
79,POSITIVE,0.8516845107078552,"“You’re going to question the relevance of this after a whole morning of ‘relevance’?” Engoron said, referring to the defense’s lengthy real estate presentation."
80,NEUTRAL,0.6135828495025635,"Faherty then asked Trump Jr about the Trump Hotel in Waikiki, which is managed and operated by a separate company that paid to use the Trump name."
81,NEGATIVE,0.34268102049827576,"“If they want to buy it out for millions of dollars, I’m okay with it,” Trump Jr responded."
82,NEUTRAL,0.5392577052116394,Faherty quickly said prosecutors had no more questions and ended cross examination.
83,NEUTRAL,0.6717355251312256,Prosecutor Colleen Faherty is already digging into Donald Trump Jr. She pulled up a picture from the presentation of Trump’s golf course in Los Angeles.
84,POSITIVE,0.788173496723175,"“You testified this course is right on the Pacific Ocean, is that correct?” Faherty asked. Trump confirmed."
85,NEUTRAL,0.4434185028076172,“Didn’t the 18th hole literally fall into the ocean?” she asked. Trump Jr mumbled a response.
86,POSITIVE,0.7866389751434326,"Trump lawyer Clifford Roberts just finished his questioning. The last question he asked Donald Trump Jr was about the future prospects of the Trump Organization. """
87,NEUTRAL,0.697581946849823,"“Depends on what happens in November,” Trump Jr said, noting that they will be “sued to oblivion for the forseeable future but they will “do what we need to do”."
88,NEUTRAL,0.5968658328056335,Cross-examination is starting.
89,POSITIVE,0.759851336479187,"There have been many moments during Donald Trump Jr’s testimony so far that has felt like he has been giving the courtroom – and judge Arthur Engoron, a marketing presentation."
90,NEUTRAL,0.5347219705581665,"Talking about the Albemarle Estate at Trump Winery, Trump’s hotel in Charlottesville, Virginia, Trump Jr tried to mention a bit of US history."
91,NEUTRAL,0.4203457534313202,A picture showed the asset with what appeared to be a hill overhead. Trump pointed out that over that hill is “where Jefferson escaped to during the Revolutionary War”.
92,POSITIVE,0.7460159063339233,"“Very cool history there,” Trump Jr said, turning to Engoron, who kept a neutral expression."
93,POSITIVE,0.7399530410766602,"A promotional video of Trump Links at Ferry Point in the Bronx was just shown, a bizarre moment when music reminiscent of a Home Depot ad started playing over speakers in the courtroom."
94,POSITIVE,0.8567732572555542,"“That’s how Trump likes to do thing, ahead of schedule,” Eric Trump said in the video, which also featured Donald Trump Jr."
95,POSITIVE,0.842965304851532,"We’re back from lunch and buckle up, we finally made it to 2014 in the slideshow put on by Trump’s defense team, a timeline of Trump Organization’s property portfolios."
96,POSITIVE,0.8058464527130127,"Some oversaturated pictures of the golf course are being shown to the courtroom: a lighthouse in sunset, the bright green of the turf, a blue cloudy sky – quite a contrast to the dimmed lighting in the courtroom."
97,NEUTRAL,0.6510821580886841,"Forbes’ Dan Alexander did a quick fact check on the slideshow that Trump’s defense team has been using during Donald Trump Jr’s testimony. It appears the slideshow inaccurately said the building is 72 stories, though it’s actually 63 stories."
98,NEUTRAL,0.5453845858573914,"It also said that the building is “directly” across from the New York Stock Exchange, which is inaccurate – it’s around the corner from the stock exchange."
99,NEUTRAL,0.5156607031822205,"Trump Jr has been flying through the Trump Organization’s various properties, trying to establish his father as a “genius” real estate mogul."
100,POSITIVE,0.8495523929595947,"There was a brief back-and-forth with judge Arthur Engoron and prosecutors, who were objecting to the use of a valuation from Newmark real estate group that valued the Trump Doral golf course in Miami at $1.3bn in 2022."
101,NEUTRAL,0.45473945140838623,Prosecutors argued that the presentation was hearsay and was outside the period of the case. Engoron said: “It’s completely irrelevant but there’s no jury here”.
102,NEGATIVE,0.33487263321876526,"It’s clear that prosecutors are losing patience with Trump Jr’s testimony, but Engoron is maintaining that the Trump team wants this all on the record – even if it doesn’t necessarily help with their case – so he’ll let them get it on the record."
103,NEUTRAL,0.40912988781929016,And we’re on for lunch break! Court will be back in session at 2.15pm.
104,NEUTRAL,0.4946323335170746,Can confirm this is the vibe in the courtroom for the last hour and a half.
105,NEGATIVE,0.10973038524389267,"I kinda feel like Don Jr. is not so much testifying in his own defense, but rather is trying to sell me a condo."
106,NEGATIVE,0.3829534351825714,We’re still in the middle of Donald Trump Jr talking about Trump Organization properties developed in the late-2000s.
107,POSITIVE,0.8343074917793274,"Trump Jr has been speaking highly of the properties and frequently lavishing praise on them, saying certain buildings are among the “tallest” in their cities and that the properties are seen as the “best” by experts."
108,POSITIVE,0.9157329201698303,Prosecutors objected Trump Jr referring to praise from other people and the other accolades he is constantly mentioning.
109,NEUTRAL,0.4895816147327423,"“I’m not speculating, these are things that actually happened,” Trump Jr said, turning toward judge Arthur Engoron."
110,POSITIVE,0.9066539406776428,"We are well into over two hours with Donald Trump Jr on the stand, and the bulk of his testimony so far has been him talking about the Trump Organization’s real estate portfolio, in the style of a marketing presentation."
111,POSITIVE,0.7876760363578796,"Each slide contains a picture of a property, sometimes a ballroom or a golf course. Sometimes a picture of a Trump executives will appear."
112,NEUTRAL,0.637390673160553,"“I won’t comment on that picture, I will refrain,” he said when a picture of Eric Trump came up on the slide. “A lot of Photoshop,” he joked."
113,NEUTRAL,0.6575384140014648,A picture of Trump lawyer Alina Habba at a UFC match over the weekend is making the rounds as Habba is clearly wearing a “FJB” necklace and is holding up a clutch bedazzled with “Maga”.
114,NEGATIVE,0.12998580932617188,It seems like Habba left those accessories at home today.
115,POSITIVE,0.8856444358825684,New York Jets owner Woody Johnson and Trump lawyer Alina Habba at the UFC match.
116,NEUTRAL,0.5006538033485413,"It seems like Donald Trump Jr is trying to use a different vocabulary than his father, who often invokes the word “beautiful” to describe his various properties."
117,POSITIVE,0.9217675924301147,"We’re back, and already Donald Trump Jr is back to talking about the Trump Organization’s properties. Now he’s talking about the Trump international golf course in Palm Beach."
118,NEUTRAL,0.5335661172866821,"“That is the artistry that comes to fruition over and over. He took raw swampland that no one for decades had ever seen value you and turned it into … one of the finest golf clubs in the world,” he said."
119,POSITIVE,0.9189274907112122,Trump lawyer Clifford Robert certainly came up with his line of questioning with plenty of praises in mind.
120,POSITIVE,0.9028744101524353,"“This additional to detail, how would you describe this in terms of the other holes in the course?” Roberts asked, when asking Trump Jr about details in the Palm Beach golf course."
121,NEUTRAL,0.6437993049621582,"“He just sees that other people don’t,” Trump Jr said."
122,NEUTRAL,0.692264199256897,Donald Trump Jr said that his father was “on the leading edge of creativity” when Trump came up with the concept of the condominium hotel.
123,NEUTRAL,0.576878547668457,"“A buyer can own a one-bedroom hotel,” Trump Jr explained on the stand, occasionally turning toward to a stone-faced Judge Arthur Engoron, a dramatic picture of the Trump hotel in New York City displayed for the courtroom. “When they’re not there, it’s generating income from them."
124,NEUTRAL,0.6903641819953918,Engoron overruled a standing objection from prosecutors over Trump Jr talking so extensively about the history and portfolio of the company. Trump Jr has been talking about the properties for nearly an hour.
125,NEUTRAL,0.5214772820472717,We’re on a 15-minute break.
126,NEUTRAL,0.5769333243370056,"If you need a refresher of Donald Trump Jr’s testimony earlier this month, it was a lot of light-hearted jokes and “I don’t recall”."
127,NEUTRAL,0.6249972581863403,"At one point, prosecutors pulled up an email from a Forbes reporter to the Trump Organization that included questions about the actual size of Trump’s triplex penthouse apartment in Trump Tower. Trump told the magazine that the unit was 33,000 sq ft, but documents had shown it was closer to 11,000 sq ft."
128,POSITIVE,0.8024080395698547,"“Insane amount of stuff there in regards to the Forbes inquiry,” Donald Jr wrote to other Trump Organization executives in response to the inquiry."
129,POSITIVE,0.7672880291938782,"When asked whether the Trump Organization conducted their own investigation into the matter after Forbes inquiry, Trump Jr said the organization received “hundreds” of questions from the magazine."
130,NEUTRAL,0.44404149055480957,"Given that he’s kicking off the defense’s case, Trump Jr will probably appear to remember a lot more this time around, though on cross-examination, he will likely maintain that he was removed from the case’s financial statements."
131,NEUTRAL,0.45204079151153564,Fox News is being sued by a former Capitol Hill reporter who accuses the network of discriminating and retaliating against him because he refused to appease Donald Trump and the former president’s supporters by propagating lies about the “stolen” 2020 election.
132,NEGATIVE,0.17082808911800385,"Jason Donner, who worked for Fox News for 12 years as a Capitol Hill reporter and producer, accuses the network of firing him because he spoke out against the coverage of Trump’s stolen election lie and the storming of the Capitol building on 6 January 2021. He was the victim of a wider purge of the newsroom, the lawsuit claims, designed to hold up the network’s ratings by playing along with election denial."
133,NEUTRAL,0.4839049279689789,"The suit, which is being heard by a federal court in Washington DC, gives a vivid account of Donner’s experiences during the January 6 insurrection. Once rioters had entered the Capitol building, he sheltered along with other reporters in the news booths connected to the Senate."
134,NEGATIVE,0.28773897886276245,"The suit claims that after Fox News became the first media outlet to call Arizona for Joe Biden shortly before midnight on election night in 2020, the network faced a furious backlash from Trump and his supporters. Ratings suffered."
135,NEUTRAL,0.40799829363822937,"“To win back viewership and pledge its loyalty to President Trump, Fox’s corporate leadership purged the news division and those reporters who spoke out against claims of election fraud,” it states."
136,NEUTRAL,0.48025912046432495,"Donner also objected to the conspiracy theories being touted by Fox’s star host at the time, Tucker Carlson, who has since been fired. Donner particularly objected to Carlson’s Fox Nation program, Patriot Purge, but was told by a manager, the suit says, that there was “nothing they could do because Tucker has gotten bigger than the network”."
137,NEGATIVE,0.20058631896972656,"The former Fox News reporter claims that retaliation against him began in the spring of 2022. “It became evident to Donner he was now being targeted for speaking out against the false reporting on the election and the January 6 insurrection,” the lawsuit contends."
138,NEGATIVE,0.18179254233837128,Donner was fired on 28 September 2022 on what he claims were pretextual grounds related to the sick day he had taken two days previously having fallen ill after a Covid-19 vaccination.
139,NEUTRAL,0.5449762344360352,"The new suit is one of a spate of litigation that Fox is fielding relating to its handling of the stolen election lie. In April, the company settled with the voting equipment company Dominion for $787.5m in a defamation suit over false allegations about the firm’s involvement in “rigging” the 2020 election."
140,POSITIVE,0.8315887451171875,"A similar $2.7bn suit from another voting machine company, Smartmatic, is ongoing."
141,NEGATIVE,0.12147380411624908,"Maryanne Trump Barry, a retired US federal judge and older sister of the former president Donald Trump, has died. She was 86."
142,NEGATIVE,0.1206832230091095,Multiple news outlets said Barry died at her home on the Upper East Side in New York City. A person familiar with the matter told the New York Times that Barry was found early on Monday morning. Her cause of death was unknown.
143,NEUTRAL,0.6275253295898438,"The eldest daughter of prominent New York property developer Fred Trump and Mary Anne MacLeod Trump, Barry became an assistant US attorney in 1974 before being appointed to the US district court for New Jersey by Ronald Reagan in 1983. Her appointment to the federal bench, the Times said, was aided by Donald Trump’s then “fixer, the lawyer Roy M Cohn”. In 1999, Barry was appointed to the US court of appeals for the third circuit by Bill Clinton."
144,NEUTRAL,0.668464720249176,"In 2018, while Donald Trump was in the White House, a New York Times investigation of his tax affairs, aided by Mary L Trump, the president’s niece who had become alienated from the family, prompted a formal complaint over whether Barry engaged in tax schemes in the 1990s."
145,NEUTRAL,0.4697823226451874,"The Times report claimed that Barry, who allegedly benefited financially, was able to use her position of power to benefit her family."
146,NEUTRAL,0.5769887566566467,Barry retired from the federal bench in 2019.
147,NEUTRAL,0.5227736234664917,"She was long said to be close to her younger brother, but his rise to power and chaotic White House term seemed to change the relationship."
148,POSITIVE,0.74224853515625,"In 2020, Mary Trump released recordings in which her aunt could be heard criticising the then president."
149,POSITIVE,0.7404323816299438,"Barry was married to the late John Barry, a trial and appellate lawyer."
150,NEGATIVE,0.1294339895248413,"Fred Trump Jr, the oldest of Donald Trump’s siblings and father to Mary L Trump, died in 1981, aged 42."
151,NEGATIVE,0.0859660729765892,"Robert Trump, a younger brother of the former president, died in 2020 aged 71. His funeral was held at the White House."
152,NEGATIVE,0.12001751363277435,"Donald Trump’s first wife, Ivana Trump, died aged 73 at her home in New York City last year. She is buried at Bedminster, the former president’s golf club in New Jersey."
153,NEUTRAL,0.4908892512321472,"Donald Trump, 77, is the clear frontrunner for the Republican presidential nomination next year, despite facing 91 criminal charges and assorted civil threats."
154,NEUTRAL,0.4750809967517853,Representatives for Trump did not immediately respond to a request for comment.
155,POSITIVE,0.7589954733848572,"n his new book, Jonathan Karl captures Donald Trump gloating. “She said she could never get crowds like that,” the former US president turned de facto Republican presidential nominee is quoted as saying, after a conversation with Angela Merkel, then chancellor of Germany."
156,NEUTRAL,0.44441846013069153,"One Republican congressman, Karl notes, was left wondering whether Trump understood that Merkel was alluding to Adolf Hitler."
157,NEUTRAL,0.5813607573509216,"Asking: “Which would be more unsettling: that he didn’t or that he did?”, Karl leaves the reader to judge."
158,POSITIVE,0.8270832896232605,"The unnamed aide omitted two other possibilities: placing Karl’s book in your hands or on your bedside table. Tired of Winning is worth reading. It is well-paced, meticulously sourced and amply footnoted. Karl’s third installment on the Trump presidency and aftermath shines a needed light on how the Republican party has been recast and reshaped. Subtitled Donald Trump and the End of the Grand Old Party, it is an all-too-rare case of truth-in-advertising."
159,NEUTRAL,0.4193582832813263,"With Trump and the GOP, it’s till death do us part."
